brand,model,year,mileage,drivetrain,msrp,current_value
Ford,Escape SEL,2010,87668,RWD,33561,7608.0
Ford,Escape SEL,2005,77347,AWD,33561,1000.0
Ford,Escape SEL,2019,77498,RWD,33561,24025.0
Ford,Escape SEL,2022,55392,AWD,33561,23264.0
Ford,Focus Titanium,2022,88529,AWD,33411,31102.0
Ford,Escape SEL,2012,67619,FWD,33561,12523.0
Ford,Fusion SE,2023,97459,FWD,34020,31867.0
Ford,Escape SEL,2015,78026,RWD,33561,18065.0
Ford,Escape SEL,2022,127856,RWD,33561,27059.0
Ford,Focus Titanium,2013,64533,AWD,33411,14028.0
Ford,Focus Titanium,2023,66371,RWD,33411,25126.0
Ford,Escape SEL,2016,32266,AWD,33561,16790.0
Ford,Fusion SE,2010,10188,RWD,34020,7107.0
Ford,Focus Titanium,2009,86374,FWD,33411,6385.0
Ford,Focus Titanium,2020,42002,FWD,33411,22078.0
Ford,Fusion SE,2022,26644,RWD,34020,25530.0
Ford,Fusion SE,2006,27573,FWD,34020,1661.0
Ford,Fusion SE,2020,46112,AWD,34020,23409.0
Ford,Fusion SE,2020,64880,RWD,34020,27677.0
Ford,Fusion SE,2013,93712,AWD,34020,10954.0
Ford,Fusion SE,2009,63440,RWD,34020,7013.0
Ford,Focus Titanium,2007,77967,AWD,33411,3099.0
Ford,Focus Titanium,2007,90931,AWD,33411,3222.0
Ford,Focus Titanium,2011,51133,RWD,33411,8675.0
Ford,Fusion SE,2011,71209,AWD,34020,8479.0
Ford,Escape SEL,2019,133192,AWD,33561,20984.0
Ford,Fusion SE,2012,58671,RWD,34020,10836.0
Ford,Fusion SE,2017,78179,RWD,34020,17758.0
Ford,Fusion SE,2019,85022,RWD,34020,20234.0
Ford,Fusion SE,2012,86795,AWD,34020,12068.0
Ford,Focus Titanium,2019,68875,AWD,33411,18775.0
Ford,Escape SEL,2014,118599,AWD,33561,12724.0
Ford,Escape SEL,2022,22186,FWD,33561,22894.0
Ford,Focus Titanium,2023,80040,FWD,33411,26247.0
Ford,Fusion SE,2009,28394,RWD,34020,5669.0
Ford,Fusion SE,2017,76661,FWD,34020,19618.0
Ford,Fusion SE,2006,82684,AWD,34020,1769.0
Ford,Fusion SE,2010,109042,RWD,34020,7101.0
Ford,Focus Titanium,2013,60801,FWD,33411,11818.0
Ford,Fusion SE,2018,34026,RWD,34020,18234.0
Ford,Fusion SE,2020,81183,AWD,34020,23770.0
Ford,Fusion SE,2021,81280,FWD,34020,24593.0
Ford,Escape SEL,2014,0,AWD,33561,13060.0
Ford,Focus Titanium,2020,59991,FWD,33411,26786.0
Ford,Focus Titanium,2017,86092,RWD,33411,21603.0
Ford,Fusion SE,2010,93235,RWD,34020,8696.0
Ford,Focus Titanium,2020,129610,FWD,33411,26505.0
Ford,Focus Titanium,2008,64567,RWD,33411,5439.0
Ford,Escape SEL,2014,85154,RWD,33561,15375.0
Ford,Focus Titanium,2005,112308,FWD,33411,1000.0
Ford,Focus Titanium,2019,67164,FWD,33411,19940.0
Ford,Focus Titanium,2012,69008,RWD,33411,12756.0
Ford,Focus Titanium,2008,89952,FWD,33411,4438.0
Ford,Escape SEL,2009,34398,RWD,33561,6154.0
Ford,Fusion SE,2005,58098,AWD,34020,1000.0
Ford,Fusion SE,2010,71666,FWD,34020,8140.0
Ford,Escape SEL,2022,3180,AWD,33561,29338.0
Ford,Focus Titanium,2015,54158,AWD,33411,17572.0
Ford,Focus Titanium,2022,61488,RWD,33411,27585.0
Ford,Fusion SE,2021,78692,FWD,34020,23283.0
Ford,Focus Titanium,2019,30976,FWD,33411,20825.0
Ford,Escape SEL,2008,88135,FWD,33561,4093.0
Ford,Focus Titanium,2005,69169,FWD,33411,1000.0
Ford,Focus Titanium,2019,37896,FWD,33411,20936.0
Ford,Escape SEL,2012,61042,RWD,33561,10136.0
Ford,Fusion SE,2006,116596,FWD,34020,1702.0
Ford,Fusion SE,2019,86013,RWD,34020,25643.0
Ford,Fusion SE,2013,97996,AWD,34020,12037.0
Ford,Fusion SE,2005,68854,AWD,34020,1000.0
Ford,Escape SEL,2006,123716,RWD,33561,1624.0
Ford,Escape SEL,2023,58438,FWD,33561,26677.0
Ford,Focus Titanium,2023,35508,AWD,33411,31090.0
Ford,Focus Titanium,2019,69488,RWD,33411,20935.0
Ford,Focus Titanium,2013,34372,FWD,33411,11268.0
Ford,Escape SEL,2005,22638,FWD,33561,1000.0
Ford,Fusion SE,2018,63218,RWD,34020,19475.0
Ford,Escape SEL,2013,34983,FWD,33561,11685.0
Ford,Focus Titanium,2018,42997,FWD,33411,23652.0
Ford,Escape SEL,2013,70109,AWD,33561,11054.0
Ford,Escape SEL,2012,94125,AWD,33561,9669.0
Ford,Fusion SE,2019,10599,RWD,34020,24130.0
Ford,Escape SEL,2017,76652,AWD,33561,16110.0
Ford,Fusion SE,2006,105312,AWD,34020,1571.0
Ford,Escape SEL,2010,86860,FWD,33561,8768.0
Ford,Fusion SE,2013,27221,AWD,34020,14758.0
Ford,Escape SEL,2023,61082,FWD,33561,27253.0
Ford,Fusion SE,2022,82998,AWD,34020,28492.0
Ford,Focus Titanium,2006,48836,AWD,33411,1606.0
Ford,Escape SEL,2010,144621,AWD,33561,7756.0
Ford,Fusion SE,2018,83684,RWD,34020,21269.0
Ford,Fusion SE,2012,97041,AWD,34020,10330.0
Ford,Focus Titanium,2015,0,FWD,33411,14835.0
Ford,Escape SEL,2019,116967,RWD,33561,21119.0
Ford,Escape SEL,2018,84641,AWD,33561,22272.0
Ford,Fusion SE,2016,44208,AWD,34020,19847.0
Ford,Focus Titanium,2019,88268,AWD,33411,22099.0
Ford,Focus Titanium,2017,91528,FWD,33411,20712.0
Ford,Focus Titanium,2012,50372,FWD,33411,11817.0
Ford,Escape SEL,2019,89532,RWD,33561,19602.0
Ford,Fusion SE,2009,49904,FWD,34020,6272.0
Ford,Fusion SE,2011,0,FWD,34020,10262.0
Ford,Focus Titanium,2014,56368,AWD,33411,15710.0
Ford,Fusion SE,2009,76160,FWD,34020,6665.0
Ford,Escape SEL,2011,79483,AWD,33561,8808.0
Ford,Focus Titanium,2010,108949,FWD,33411,7480.0
Ford,Escape SEL,2023,48904,FWD,33561,30762.0
Ford,Focus Titanium,2007,146792,RWD,33411,3199.0
Ford,Escape SEL,2009,41259,RWD,33561,6651.0
Ford,Fusion SE,2011,34309,RWD,34020,9954.0
Ford,Escape SEL,2011,12029,FWD,33561,9341.0
Ford,Escape SEL,2016,80344,RWD,33561,14833.0
Ford,Escape SEL,2021,33286,FWD,33561,22870.0
Ford,Fusion SE,2019,75003,FWD,34020,23759.0
Ford,Focus Titanium,2007,54740,RWD,33411,3348.0
Ford,Focus Titanium,2016,52909,FWD,33411,19455.0
Ford,Focus Titanium,2021,73748,AWD,33411,25229.0
Ford,Fusion SE,2014,57823,AWD,34020,15740.0
Ford,Fusion SE,2015,0,RWD,34020,15458.0
Ford,Escape SEL,2006,44514,FWD,33561,1469.0
Ford,Escape SEL,2012,61089,AWD,33561,11208.0
Ford,Focus Titanium,2019,32017,RWD,33411,23700.0
Ford,Focus Titanium,2011,74970,RWD,33411,9107.0
Ford,Escape SEL,2010,62782,AWD,33561,8395.0
Ford,Focus Titanium,2006,45482,FWD,33411,1749.0
Ford,Focus Titanium,2020,61678,AWD,33411,20111.0
Ford,Focus Titanium,2022,57731,FWD,33411,23979.0
Ford,Escape SEL,2017,35729,FWD,33561,21842.0
Ford,Escape SEL,2008,92204,FWD,33561,4866.0
Ford,Escape SEL,2013,50310,FWD,33561,11754.0
Ford,Focus Titanium,2017,44837,FWD,33411,21861.0
Ford,Fusion SE,2006,57823,FWD,34020,1479.0
Ford,Escape SEL,2005,80054,RWD,33561,1000.0
Ford,Escape SEL,2014,70227,FWD,33561,15074.0
Ford,Fusion SE,2022,34422,AWD,34020,25150.0
Ford,Escape SEL,2013,32093,FWD,33561,13401.0
Ford,Fusion SE,2022,35629,FWD,34020,31335.0
Ford,Focus Titanium,2013,40953,RWD,33411,13484.0
Ford,Fusion SE,2006,60199,RWD,34020,1827.0
Ford,Escape SEL,2006,82214,RWD,33561,1739.0
Ford,Focus Titanium,2008,27196,AWD,33411,4874.0
Ford,Focus Titanium,2011,54890,FWD,33411,10217.0
Ford,Escape SEL,2018,105920,FWD,33561,21571.0
Ford,Escape SEL,2019,53938,RWD,33561,23326.0
Ford,Fusion SE,2009,22901,FWD,34020,6753.0
Ford,Escape SEL,2021,101243,RWD,33561,28060.0
Ford,Focus Titanium,2019,55322,FWD,33411,25142.0
Ford,Escape SEL,2008,38513,AWD,33561,4306.0
Ford,Focus Titanium,2015,72730,RWD,33411,14697.0
Ford,Escape SEL,2020,65907,RWD,33561,21974.0
Ford,Escape SEL,2007,108500,AWD,33561,3220.0
Ford,Escape SEL,2010,77276,FWD,33561,8207.0
Ford,Focus Titanium,2017,65157,FWD,33411,20302.0
Ford,Focus Titanium,2010,10990,FWD,33411,8308.0
Ford,Focus Titanium,2005,46626,RWD,33411,1000.0
Ford,Fusion SE,2008,59110,AWD,34020,4480.0
Ford,Fusion SE,2005,83576,AWD,34020,1000.0
Ford,Escape SEL,2018,96039,AWD,33561,20684.0
Ford,Escape SEL,2013,40435,AWD,33561,12978.0
Ford,Fusion SE,2009,35654,RWD,34020,7279.0
Ford,Fusion SE,2017,28375,AWD,34020,20383.0
Ford,Fusion SE,2006,66673,FWD,34020,1585.0
Ford,Escape SEL,2009,78672,RWD,33561,5659.0
Ford,Fusion SE,2021,74492,FWD,34020,27089.0
Ford,Fusion SE,2016,31432,AWD,34020,19510.0
Ford,Fusion SE,2023,40379,AWD,34020,24735.0
Ford,Fusion SE,2008,102705,FWD,34020,4949.0
Ford,Escape SEL,2018,17725,AWD,33561,22470.0
Ford,Focus Titanium,2009,47771,FWD,33411,5565.0
Ford,Focus Titanium,2013,73091,AWD,33411,10692.0
Ford,Escape SEL,2021,44969,AWD,33561,27644.0
Ford,Escape SEL,2023,59058,RWD,33561,27763.0
Ford,Fusion SE,2022,100938,FWD,34020,25816.0
Ford,Escape SEL,2012,23922,AWD,33561,9517.0
Ford,Focus Titanium,2021,70267,FWD,33411,27365.0
Ford,Focus Titanium,2023,77760,FWD,33411,28804.0
Ford,Fusion SE,2014,20546,FWD,34020,14572.0
Ford,Fusion SE,2021,70665,FWD,34020,23800.0
Ford,Fusion SE,2013,112042,RWD,34020,14320.0
Ford,Escape SEL,2020,98921,RWD,33561,21918.0
Ford,Fusion SE,2009,67219,FWD,34020,6468.0
Ford,Focus Titanium,2011,26012,RWD,33411,11018.0
Ford,Escape SEL,2011,44177,RWD,33561,9562.0
Ford,Fusion SE,2010,27403,FWD,34020,8574.0
Ford,Escape SEL,2018,97145,RWD,33561,21557.0
Ford,Fusion SE,2014,48108,AWD,34020,15613.0
Ford,Fusion SE,2007,46170,FWD,34020,2818.0
Ford,Fusion SE,2007,131356,FWD,34020,2964.0
Ford,Focus Titanium,2012,104059,AWD,33411,9694.0
Ford,Focus Titanium,2019,132851,AWD,33411,23789.0
Ford,Escape SEL,2012,62892,FWD,33561,10962.0
Ford,Fusion SE,2021,122048,FWD,34020,23135.0
Ford,Fusion SE,2005,42767,FWD,34020,1000.0
Ford,Focus Titanium,2008,30413,RWD,33411,5229.0
Ford,Focus Titanium,2021,63842,RWD,33411,28406.0
Ford,Escape SEL,2015,96265,FWD,33561,15657.0
Ford,Escape SEL,2012,24486,FWD,33561,10340.0
Ford,Escape SEL,2008,15449,RWD,33561,4431.0
Ford,Fusion SE,2017,16315,AWD,34020,22452.0
Ford,Focus Titanium,2017,50376,RWD,33411,18494.0
Ford,Escape SEL,2020,67720,RWD,33561,27431.0
Ford,Fusion SE,2018,2911,RWD,34020,18159.0
Ford,Fusion SE,2012,74329,AWD,34020,11313.0
Ford,Focus Titanium,2012,112089,FWD,33411,9937.0
Ford,Fusion SE,2011,29830,AWD,34020,8658.0
Ford,Focus Titanium,2009,1770,AWD,33411,6949.0
Ford,Focus Titanium,2009,69577,FWD,33411,6659.0
Ford,Fusion SE,2019,86324,FWD,34020,24880.0
Ford,Fusion SE,2006,87863,RWD,34020,1841.0
Ford,Fusion SE,2021,49205,AWD,34020,26576.0
Ford,Focus Titanium,2009,0,FWD,33411,5473.0
Ford,Escape SEL,2017,94157,FWD,33561,20520.0
Ford,Escape SEL,2013,52018,FWD,33561,11069.0
Ford,Fusion SE,2006,75834,FWD,34020,1392.0
Ford,Fusion SE,2022,72559,RWD,34020,29587.0
Ford,Fusion SE,2012,81736,RWD,34020,11137.0
Ford,Fusion SE,2013,123722,AWD,34020,11363.0
Ford,Focus Titanium,2016,46800,RWD,33411,20050.0
Ford,Escape SEL,2011,0,FWD,33561,10370.0
Ford,Escape SEL,2018,75475,FWD,33561,20906.0
Ford,Escape SEL,2006,91412,AWD,33561,1585.0
Ford,Escape SEL,2018,51160,FWD,33561,20989.0
Ford,Escape SEL,2005,31941,AWD,33561,1000.0
Ford,Fusion SE,2018,50938,AWD,34020,19675.0
Ford,Escape SEL,2009,0,AWD,33561,5794.0
Ford,Focus Titanium,2021,39413,RWD,33411,24232.0
Ford,Escape SEL,2016,42800,AWD,33561,16986.0
Ford,Escape SEL,2016,42559,FWD,33561,17874.0
Ford,Focus Titanium,2016,51029,AWD,33411,16818.0
Ford,Focus Titanium,2010,87885,RWD,33411,8953.0
Ford,Escape SEL,2020,34360,RWD,33561,20505.0
Ford,Focus Titanium,2018,48790,FWD,33411,22478.0
Ford,Fusion SE,2007,27561,FWD,34020,3257.0
Ford,Escape SEL,2018,73349,FWD,33561,21293.0
Ford,Focus Titanium,2023,70334,AWD,33411,28018.0
Ford,Escape SEL,2012,36320,AWD,33561,9861.0
Ford,Focus Titanium,2013,37403,FWD,33411,11149.0
Ford,Fusion SE,2020,81340,RWD,34020,27341.0
Ford,Fusion SE,2010,14356,RWD,34020,7308.0
Ford,Fusion SE,2009,58325,RWD,34020,6715.0
Ford,Fusion SE,2023,71290,AWD,34020,25416.0
Ford,Fusion SE,2005,107178,RWD,34020,1000.0
Ford,Fusion SE,2005,46869,FWD,34020,1000.0
Ford,Focus Titanium,2015,67296,RWD,33411,18191.0
Ford,Fusion SE,2014,40918,RWD,34020,15064.0
Ford,Escape SEL,2006,99347,AWD,33561,1720.0
Ford,Fusion SE,2018,93358,FWD,34020,18308.0
Ford,Fusion SE,2014,17593,FWD,34020,12985.0
Ford,Escape SEL,2021,92573,FWD,33561,25916.0
Ford,Focus Titanium,2022,114591,FWD,33411,24757.0
Ford,Focus Titanium,2011,43236,FWD,33411,10120.0
Ford,Escape SEL,2011,61353,AWD,33561,10683.0
Ford,Focus Titanium,2006,61806,FWD,33411,1658.0
Ford,Fusion SE,2010,33918,AWD,34020,9106.0
Ford,Escape SEL,2019,18057,AWD,33561,19662.0
Ford,Fusion SE,2019,87626,FWD,34020,22551.0
Ford,Fusion SE,2005,135782,RWD,34020,1000.0
Ford,Escape SEL,2008,66777,FWD,33561,4363.0
Ford,Fusion SE,2018,102463,AWD,34020,19495.0
Ford,Fusion SE,2018,48777,AWD,34020,21720.0
Ford,Escape SEL,2010,100898,FWD,33561,7537.0
Ford,Fusion SE,2006,22618,RWD,34020,1551.0
Ford,Escape SEL,2007,103507,AWD,33561,2727.0
Ford,Fusion SE,2017,89864,RWD,34020,20073.0
Ford,Focus Titanium,2009,127628,AWD,33411,7285.0
Ford,Escape SEL,2007,4771,FWD,33561,3606.0
Ford,Focus Titanium,2014,110045,AWD,33411,13256.0
Ford,Fusion SE,2009,32326,AWD,34020,7304.0
Ford,Escape SEL,2022,60283,AWD,33561,24442.0
Ford,Fusion SE,2006,49886,FWD,34020,1577.0
Ford,Fusion SE,2023,27292,RWD,34020,30898.0
Ford,Focus Titanium,2014,53243,AWD,33411,14926.0
Ford,Focus Titanium,2010,99420,AWD,33411,7752.0
Ford,Fusion SE,2013,93861,FWD,34020,10976.0
Ford,Escape SEL,2023,83558,AWD,33561,29335.0
Ford,Focus Titanium,2013,99970,FWD,33411,13678.0
Ford,Escape SEL,2018,44845,RWD,33561,21371.0
Ford,Focus Titanium,2018,66475,AWD,33411,23734.0
Ford,Fusion SE,2012,49457,FWD,34020,12891.0
Ford,Escape SEL,2013,80912,RWD,33561,12950.0
Ford,Escape SEL,2006,43936,AWD,33561,1553.0
Ford,Escape SEL,2020,64982,RWD,33561,20597.0
Ford,Fusion SE,2023,81472,FWD,34020,26902.0
Ford,Escape SEL,2020,59660,AWD,33561,25714.0
Ford,Escape SEL,2008,63472,RWD,33561,5447.0
Ford,Fusion SE,2018,80946,AWD,34020,22951.0
Ford,Escape SEL,2006,87561,AWD,33561,1406.0
Ford,Fusion SE,2023,35916,FWD,34020,24930.0
Ford,Focus Titanium,2018,81626,FWD,33411,18440.0
Ford,Escape SEL,2012,54970,RWD,33561,10494.0
Ford,Fusion SE,2016,78497,FWD,34020,17914.0
Ford,Fusion SE,2023,56969,RWD,34020,31015.0
Ford,Escape SEL,2016,71688,FWD,33561,17100.0
Ford,Fusion SE,2013,40864,FWD,34020,12413.0
Ford,Focus Titanium,2006,45568,FWD,33411,1429.0
Ford,Escape SEL,2013,57102,FWD,33561,12406.0
Ford,Fusion SE,2019,43340,AWD,34020,21739.0
Ford,Escape SEL,2015,91802,FWD,33561,15172.0
Ford,Fusion SE,2017,58884,AWD,34020,16986.0
Ford,Escape SEL,2012,85256,RWD,33561,12463.0
Ford,Fusion SE,2007,68352,RWD,34020,3024.0
Ford,Focus Titanium,2023,75058,RWD,33411,30750.0
Ford,Focus Titanium,2017,50403,RWD,33411,21812.0
Ford,Escape SEL,2022,52857,RWD,33561,29143.0
Ford,Focus Titanium,2007,53132,RWD,33411,2952.0
Ford,Escape SEL,2018,78774,AWD,33561,19809.0
Ford,Escape SEL,2006,4795,FWD,33561,1643.0
Ford,Focus Titanium,2018,66515,FWD,33411,18113.0
Ford,Focus Titanium,2007,56014,RWD,33411,3305.0
Ford,Escape SEL,2017,37515,RWD,33561,19155.0
Ford,Escape SEL,2023,6317,FWD,33561,25195.0
Ford,Fusion SE,2021,42338,RWD,34020,27405.0
Ford,Focus Titanium,2020,103689,FWD,33411,22188.0
Ford,Fusion SE,2015,0,AWD,34020,18688.0
Ford,Focus Titanium,2006,113206,FWD,33411,1442.0
Ford,Focus Titanium,2020,60515,RWD,33411,26280.0
Ford,Focus Titanium,2014,18371,FWD,33411,12287.0
Ford,Escape SEL,2020,40745,AWD,33561,25878.0
Ford,Focus Titanium,2009,67837,AWD,33411,7079.0
Ford,Focus Titanium,2007,76003,AWD,33411,3128.0
Ford,Fusion SE,2005,84348,RWD,34020,1000.0
Ford,Fusion SE,2014,51183,AWD,34020,15074.0
Ford,Escape SEL,2013,98748,RWD,33561,13429.0
Ford,Fusion SE,2022,112471,RWD,34020,28658.0
Ford,Escape SEL,2015,34954,RWD,33561,13888.0
Ford,Focus Titanium,2010,68627,FWD,33411,6975.0
Ford,Fusion SE,2023,64606,FWD,34020,25102.0
Ford,Focus Titanium,2005,31109,AWD,33411,1000.0
Ford,Focus Titanium,2020,62720,FWD,33411,20468.0
Ford,Focus Titanium,2010,2104,FWD,33411,8177.0
Ford,Escape SEL,2018,83265,RWD,33561,22713.0
Ford,Escape SEL,2011,49928,AWD,33561,9985.0
Ford,Fusion SE,2008,4165,FWD,34020,5459.0
Ford,Focus Titanium,2013,51291,AWD,33411,14379.0
Ford,Escape SEL,2022,25530,RWD,33561,25156.0
Ford,Fusion SE,2008,69519,AWD,34020,5113.0
Ford,Focus Titanium,2017,34079,RWD,33411,17182.0
Ford,Focus Titanium,2017,71062,FWD,33411,21847.0
Ford,Fusion SE,2007,21221,FWD,34020,3025.0
Ford,Fusion SE,2009,45261,FWD,34020,5720.0
Ford,Escape SEL,2017,25608,AWD,33561,20050.0
Ford,Focus Titanium,2023,64609,FWD,33411,32550.0
Ford,Focus Titanium,2019,18491,AWD,33411,21025.0
Ford,Escape SEL,2008,33491,FWD,33561,5487.0
Ford,Fusion SE,2012,85897,RWD,34020,12016.0
Ford,Focus Titanium,2009,81134,FWD,33411,5689.0
Ford,Escape SEL,2020,110768,RWD,33561,20711.0
Ford,Escape SEL,2023,73471,AWD,33561,27927.0
Ford,Escape SEL,2005,92254,RWD,33561,1000.0
Ford,Escape SEL,2014,81038,RWD,33561,13065.0
Ford,Fusion SE,2005,63276,RWD,34020,1000.0
Ford,Focus Titanium,2023,69148,FWD,33411,28118.0
Ford,Fusion SE,2007,56020,FWD,34020,3445.0
Ford,Fusion SE,2008,45316,FWD,34020,4111.0
Ford,Fusion SE,2017,93003,FWD,34020,19716.0
Ford,Escape SEL,2005,80531,RWD,33561,1000.0
Ford,Fusion SE,2020,77418,RWD,34020,25030.0
Ford,Focus Titanium,2023,59610,AWD,33411,30647.0
Ford,Focus Titanium,2005,84312,RWD,33411,1000.0
Ford,Escape SEL,2010,88944,AWD,33561,9119.0
Ford,Escape SEL,2021,88214,AWD,33561,21976.0
Ford,Fusion SE,2013,55089,RWD,34020,11905.0
Ford,Focus Titanium,2015,59778,AWD,33411,14949.0
Ford,Escape SEL,2006,65891,RWD,33561,1732.0
Ford,Escape SEL,2013,82645,AWD,33561,12096.0
Ford,Focus Titanium,2022,80572,AWD,33411,27404.0
Ford,Fusion SE,2013,53478,AWD,34020,14876.0
Ford,Escape SEL,2012,102741,FWD,33561,12852.0
Ford,Fusion SE,2018,62342,RWD,34020,21334.0
Ford,Fusion SE,2017,126900,FWD,34020,21763.0
Ford,Escape SEL,2005,68622,AWD,33561,1000.0
Ford,Fusion SE,2008,25017,RWD,34020,4313.0
Ford,Focus Titanium,2009,83073,FWD,33411,6777.0
Ford,Focus Titanium,2010,106755,RWD,33411,8811.0
Ford,Fusion SE,2009,37176,FWD,34020,6964.0
Ford,Fusion SE,2017,26066,FWD,34020,22396.0
Ford,Focus Titanium,2010,19209,AWD,33411,7423.0
Ford,Focus Titanium,2023,72020,AWD,33411,31251.0
Ford,Focus Titanium,2005,49231,RWD,33411,1000.0
Ford,Fusion SE,2008,92891,RWD,34020,4362.0
Ford,Escape SEL,2008,53094,RWD,33561,4947.0
Ford,Focus Titanium,2018,45008,RWD,33411,19045.0
Ford,Escape SEL,2009,22103,AWD,33561,5651.0
Ford,Focus Titanium,2014,55703,AWD,33411,14242.0
Ford,Escape SEL,2021,16995,RWD,33561,28549.0
Ford,Fusion SE,2014,70062,FWD,34020,16662.0
Ford,Fusion SE,2021,98594,FWD,34020,27924.0
Ford,Fusion SE,2022,62312,AWD,34020,28840.0
Ford,Escape SEL,2022,58703,FWD,33561,27207.0
Ford,Escape SEL,2011,31274,FWD,33561,9585.0
Ford,Focus Titanium,2012,132380,AWD,33411,10688.0
Ford,Focus Titanium,2007,101176,RWD,33411,3126.0
Ford,Escape SEL,2008,69564,FWD,33561,4382.0
Ford,Focus Titanium,2017,89009,AWD,33411,16383.0
Ford,Escape SEL,2007,84588,FWD,33561,3069.0
Ford,Escape SEL,2012,53532,FWD,33561,11410.0
Ford,Escape SEL,2009,30124,AWD,33561,6584.0
Ford,Focus Titanium,2014,36183,FWD,33411,15778.0
Ford,Fusion SE,2016,28267,AWD,34020,15341.0
Ford,Focus Titanium,2016,134028,AWD,33411,15882.0
Ford,Focus Titanium,2006,80683,FWD,33411,1507.0
Ford,Focus Titanium,2017,42635,AWD,33411,17224.0
Ford,Focus Titanium,2006,70867,AWD,33411,1368.0
Ford,Focus Titanium,2006,88068,RWD,33411,1640.0
Ford,Focus Titanium,2018,43105,RWD,33411,20755.0
Ford,Fusion SE,2018,88935,AWD,34020,20412.0
Ford,Escape SEL,2007,96665,AWD,33561,3204.0
Ford,Focus Titanium,2006,12206,RWD,33411,1648.0
Ford,Fusion SE,2015,29450,FWD,34020,16711.0
Ford,Escape SEL,2017,102831,RWD,33561,20031.0
Ford,Fusion SE,2007,86232,AWD,34020,3290.0
Ford,Focus Titanium,2006,64223,RWD,33411,1500.0
Ford,Focus Titanium,2020,29325,AWD,33411,24204.0
Ford,Focus Titanium,2022,54419,AWD,33411,28645.0
Ford,Escape SEL,2007,0,RWD,33561,3339.0
Ford,Focus Titanium,2007,80263,FWD,33411,2844.0
Ford,Focus Titanium,2005,144256,FWD,33411,1000.0
Ford,Escape SEL,2017,3649,RWD,33561,17123.0
Ford,Escape SEL,2022,31815,FWD,33561,27102.0
Ford,Escape SEL,2014,85509,AWD,33561,13471.0
Ford,Fusion SE,2010,56298,AWD,34020,7824.0
Ford,Focus Titanium,2016,104910,FWD,33411,18980.0
Ford,Focus Titanium,2009,77507,RWD,33411,6517.0
Ford,Escape SEL,2016,114708,AWD,33561,15943.0
Ford,Escape SEL,2017,20601,FWD,33561,19356.0
Ford,Fusion SE,2017,59381,FWD,34020,19712.0
Ford,Escape SEL,2008,68777,RWD,33561,5513.0
Ford,Focus Titanium,2022,57433,AWD,33411,25040.0
Ford,Fusion SE,2017,126160,FWD,34020,19507.0
Ford,Focus Titanium,2017,34782,AWD,33411,19695.0
Ford,Focus Titanium,2014,81709,RWD,33411,13811.0
Ford,Focus Titanium,2020,25305,AWD,33411,27282.0
Ford,Focus Titanium,2005,41680,FWD,33411,1000.0
Ford,Escape SEL,2017,59920,FWD,33561,16630.0
Ford,Escape SEL,2008,66545,AWD,33561,5484.0
Ford,Fusion SE,2018,69932,RWD,34020,18457.0
Ford,Fusion SE,2012,27385,RWD,34020,12067.0
Ford,Fusion SE,2023,29909,RWD,34020,30724.0
Ford,Escape SEL,2015,48432,AWD,33561,16091.0
Ford,Escape SEL,2021,99550,AWD,33561,23057.0
Ford,Fusion SE,2009,28622,AWD,34020,6543.0
Ford,Focus Titanium,2005,54879,FWD,33411,1000.0
Ford,Escape SEL,2005,67490,AWD,33561,1000.0
Ford,Focus Titanium,2021,15415,AWD,33411,25236.0
Ford,Escape SEL,2011,64383,AWD,33561,9748.0
Ford,Escape SEL,2020,1790,FWD,33561,25282.0
Ford,Focus Titanium,2023,66694,RWD,33411,27348.0
Ford,Escape SEL,2018,47775,FWD,33561,20046.0
Ford,Escape SEL,2006,46456,FWD,33561,1479.0
Ford,Fusion SE,2022,28288,AWD,34020,30706.0
Ford,Fusion SE,2020,43049,RWD,34020,22891.0
Ford,Escape SEL,2011,52065,RWD,33561,9674.0
Ford,Escape SEL,2023,55424,RWD,33561,32029.0
Ford,Focus Titanium,2021,25190,RWD,33411,28288.0
Ford,Focus Titanium,2019,26028,RWD,33411,21147.0
Ford,Escape SEL,2015,99507,AWD,33561,18199.0
Ford,Escape SEL,2009,75198,FWD,33561,7298.0
Ford,Focus Titanium,2018,138133,FWD,33411,23044.0
Ford,Fusion SE,2012,94678,FWD,34020,9816.0
Ford,Fusion SE,2011,37370,AWD,34020,9827.0
Ford,Fusion SE,2009,48958,AWD,34020,6603.0
Ford,Fusion SE,2008,45954,RWD,34020,4817.0
Ford,Fusion SE,2013,7827,AWD,34020,11046.0
Ford,Escape SEL,2009,7846,RWD,33561,5770.0
Ford,Fusion SE,2019,102231,RWD,34020,22777.0
Ford,Fusion SE,2020,25762,RWD,34020,26375.0
Ford,Focus Titanium,2023,91701,AWD,33411,24412.0
Ford,Fusion SE,2021,85796,RWD,34020,24678.0
Ford,Focus Titanium,2020,21079,AWD,33411,25886.0
Ford,Fusion SE,2017,73178,AWD,34020,16943.0
Ford,Escape SEL,2014,25053,AWD,33561,16094.0
Ford,Fusion SE,2012,121077,AWD,34020,10611.0
Ford,Fusion SE,2020,19481,FWD,34020,27823.0
Ford,Focus Titanium,2022,84743,FWD,33411,25341.0
Ford,Focus Titanium,2018,108083,RWD,33411,21313.0
Ford,Fusion SE,2018,62750,RWD,34020,22314.0
Ford,Fusion SE,2015,62042,AWD,34020,15928.0
